GeneID 28cell1pro 28cell2pro 28cell3pro blastula2pro blastula3pro dlarv1pro dlarv2pro dlarv3pro gastrula1pro gastrula2pro gastrula3pro morula1pro morula2pro ovo1pro ovo2pro spat1pro spat2pro spat3pro troc1pro troc2pro
CGI_10001325 4 4 2 2 3 6 3 3 4 16 16 2 7 15 2 6 0 2 5 3
CGI_10001334 14 2 31 5 1 7 1 6 6 13 4 9 10 3 4 2 5 0 16 12
CGI_10001335 7 2 5 1 1 0 2 0 4 5 3 4 4 12 0 3 0 1 1 2
CGI_10001343 0 3 2 5 4 0 0 0 1 3 0 3 4 6 0 0 0 0 1 2
CGI_10001344 7 11 2 13 11 17 16 7 24 28 19 14 13 25 0 1 1 1 33 12
CGI_10001347 13 12 26 9 13 5 9 11 10 9 18 10 13 16 3 4 0 6 13 15
CGI_10001348 3 7 11 7 9 9 14 7 10 27 15 21 15 14 0 1 0 2 31 18
CGI_10001352 4 1 0 1 0 5 1 3 2 1 0 0 0 1 0 0 0 0 1 1
CGI_10001357 94 25 140 25 31 39 36 35 38 41 33 50 43 24 3 63 50 64 82 61
CGI_10001360 16 2 25 6 10 11 13 9 6 9 13 8 16 11 4 18 28 39 22 9
CGI_10001365 0 2 3 1 4 3 4 1 5 11 5 8 3 4 1 15 7 9 9 1
CGI_10001370 1 4 3 2 0 3 1 0 0 2 2 3 3 2 0 4 0 2 3 0
CGI_10001372 3 4 2 2 0 9 2 3 4 11 9 3 2 8 1 1 0 0 9 6
CGI_10001380 0 4 0 2 1 5 9 7 1 9 8 7 1 2 3 15 5 4 4 3
CGI_10001381 3 7 1 20 16 18 30 16 26 38 32 30 13 22 3 26 13 16 46 25
CGI_10001382 2 2 5 6 4 6 7 4 13 4 4 10 10 5 2 12 10 13 24 19
CGI_10001383 6 12 5 12 11 17 12 18 10 23 26 15 11 18 9 47 34 26 11 18
CGI_10001384 6 4 5 10 4 4 9 5 9 15 7 11 7 6 3 4 3 3 5 4
CGI_10001385 1 1 3 4 0 2 1 1 4 0 3 3 1 3 0 6 2 3 5 0
CGI_10001391 6 1 7 10 3 3 9 4 13 15 12 8 9 8 0 7 4 5 20 8
CGI_10001400 0 1 1 2 3 1 5 3 5 6 7 1 0 1 0 0 0 0 1 0
CGI_10001402 0 2 0 1 2 3 3 2 3 0 2 5 2 2 2 1 3 3 7 2
CGI_10001403 6 2 2 0 2 1 1 0 1 6 3 2 3 1 0 0 3 0 6 0
CGI_10001404 0 0 0 0 3 1 0 0 1 2 0 2 1 2 0 0 0 1 2 5
CGI_10001410 19 9 18 14 8 2 12 6 8 15 20 8 12 14 3 9 11 8 17 10
CGI_10001411 3 1 4 0 2 4 1 1 0 1 3 2 0 0 0 5 2 3 3 3
CGI_10001412 7 9 5 1 1 10 8 7 7 10 7 16 9 1 0 2 5 3 31 17
CGI_10001418 111 56 191 37 39 89 88 54 80 91 98 94 52 41 5 201 159 209 183 101
CGI_10001436 5 2 3 1 8 5 3 2 4 8 5 4 4 7 0 0 0 0 7 4
CGI_10001437 2 0 3 0 1 4 1 2 0 1 5 3 1 1 0 2 1 0 6 1
CGI_10001438 1 5 1 1 7 6 6 5 2 16 12 5 5 5 0 8 8 7 9 12
CGI_10001439 0 0 0 0 0 5 2 3 1 0 0 3 1 0 0 4 21 1 4 1
CGI_10001440 4 1 7 3 2 5 3 7 3 2 10 2 4 6 0 7 2 2 6 2
CGI_10001441 3 2 1 4 1 1 1 3 5 7 8 5 0 3 1 0 0 0 3 1
CGI_10001442 0 4 0 2 2 1 2 0 2 2 4 2 5 0 0 7 3 5 3 3
CGI_10001445 68 28 74 26 24 19 28 15 30 44 43 29 32 42 3 7 16 10 50 18
CGI_10001446 8 36 18 18 26 22 22 25 29 82 51 65 46 31 14 19 21 23 54 44
CGI_10001447 17 30 15 22 14 20 16 14 22 31 32 30 27 25 4 6 2 8 30 25
CGI_10001449 1 0 2 0 1 1 0 1 1 5 4 2 4 4 0 5 1 5 3 0
CGI_10001452 1 6 4 4 3 4 2 2 1 4 3 0 0 7 0 1 3 0 4 2
CGI_10001456 14 11 16 4 5 5 22 7 11 16 18 10 12 14 0 6 8 5 22 17
CGI_10001466 0 7 5 0 2 12 9 6 4 13 15 7 3 0 0 9 12 6 13 7
CGI_10001467 4 6 1 8 8 15 14 8 8 19 12 11 19 13 1 9 12 15 21 18
CGI_10001468 36 15 41 6 5 9 11 6 15 14 14 6 5 13 8 35 16 22 24 11
CGI_10001470 12 0 10 3 9 2 2 4 4 2 5 5 6 4 2 13 7 14 6 6
CGI_10001473 1 6 7 5 12 2 3 5 6 14 12 11 8 11 0 0 0 0 15 4
CGI_10001477 1 1 4 2 2 1 3 5 3 9 4 3 3 2 1 2 0 0 11 4
CGI_10001478 18 20 34 14 30 36 32 32 28 62 48 49 32 26 4 5 2 1 55 41
CGI_10001479 1 2 2 3 1 5 0 0 1 8 3 4 2 0 0 2 1 1 2 3
CGI_10001485 11 3 12 0 4 0 1 0 0 1 1 0 8 0 0 0 0 0 1 7
CGI_10001486 0 0 0 3 1 3 1 0 9 0 1 2 3 3 0 1 0 0 10 5
CGI_10001489 0 2 4 2 1 0 0 3 1 1 5 0 1 1 0 0 0 0 2 2
CGI_10001490 6 4 2 12 8 20 25 21 19 19 19 25 14 8 0 8 8 16 44 30
CGI_10001492 1 5 4 6 2 2 6 2 0 4 0 1 6 4 1 0 0 0 6 1
CGI_10001493 0 0 2 1 2 0 5 2 1 0 0 1 0 5 3 0 0 0 2 0
CGI_10001499 5 1 3 1 0 2 3 3 2 2 3 0 3 0 0 2 0 0 5 1
CGI_10001505 5 14 6 10 6 2 4 4 5 15 18 4 4 3 0 4 1 0 12 5
CGI_10001506 4 4 5 4 1 8 6 1 2 6 8 1 2 3 1 0 0 0 12 3
CGI_10001508 12 3 9 1 2 6 1 4 1 2 4 6 1 2 1 11 2 11 13 7
CGI_10001516 23 7 10 7 10 12 15 16 15 30 23 11 12 12 1 16 4 8 25 15
CGI_10001517 4 3 2 2 5 0 1 3 3 4 3 4 2 1 0 0 0 1 1 4
CGI_10001519 5 2 8 12 8 10 10 5 11 11 13 13 8 5 0 0 7 4 26 17
CGI_10001520 2 10 2 8 7 7 8 9 8 13 15 5 5 13 0 1 0 0 6 3
CGI_10001521 68 56 118 58 52 114 110 80 73 122 108 143 91 53 19 220 148 232 227 140
CGI_10001523 0 2 1 2 0 0 2 0 0 1 1 1 1 8 2 0 0 0 3 0
CGI_10001525 10 2 12 1 4 8 8 5 3 12 13 7 6 5 4 14 13 5 22 3
CGI_10001528 1 0 8 5 2 2 10 4 5 14 7 4 4 1 1 0 1 0 14 2
CGI_10001542 4 1 6 2 2 7 3 1 2 5 3 3 7 6 0 0 0 1 4 8
CGI_10001543 5 2 0 0 0 0 1 0 2 4 3 0 0 2 0 0 0 5 2 0
CGI_10001547 0 1 0 4 3 0 1 0 2 4 5 3 1 0 0 2 4 6 2 5
CGI_10001548 1 5 0 0 1 2 1 2 1 1 0 1 1 2 1 0 0 0 2 0
CGI_10001549 33 10 27 22 24 33 26 24 17 39 30 21 17 34 9 29 12 36 55 41
CGI_10001550 4 5 2 1 3 1 5 3 6 6 2 4 6 1 0 9 12 4 4 4
CGI_10001551 31 30 29 45 35 48 56 47 68 82 70 47 62 46 10 80 69 84 105 75
CGI_10001552 20 21 12 29 29 25 41 29 22 39 47 45 36 30 7 44 31 35 64 35
CGI_10001559 6 1 1 0 2 1 3 4 7 5 8 8 5 4 3 0 2 0 2 2
CGI_10001568 0 0 5 1 3 10 6 10 0 6 8 5 5 3 0 0 2 4 12 5
CGI_10001571 11 34 13 13 23 45 43 22 59 74 60 66 30 30 5 34 26 28 95 54
CGI_10001574 2 3 1 2 0 1 4 0 3 0 0 1 3 3 0 4 5 4 6 1
CGI_10001575 2 1 1 2 0 4 0 1 0 2 0 1 1 0 1 1 3 2 5 2
CGI_10001584 3 7 6 11 6 7 10 5 9 20 23 11 15 7 0 3 2 6 14 14
CGI_10001585 20 21 26 33 34 36 56 21 42 55 57 50 49 35 2 13 15 17 78 52
CGI_10001586 0 8 0 1 1 1 1 0 0 2 3 0 0 0 1 2 2 1 0 0
CGI_10001588 0 3 1 1 0 0 0 0 1 9 10 1 0 1 0 0 0 1 1 0
CGI_10001591 14 13 9 17 13 21 19 16 16 25 24 17 18 29 2 0 1 0 31 18
CGI_10001596 6 8 3 5 3 4 3 3 4 4 3 4 3 5 2 0 1 1 7 2
CGI_10001600 5 8 10 7 3 2 2 0 1 10 4 1 1 5 1 3 0 2 2 1
CGI_10001601 1 1 3 0 1 2 2 0 5 4 1 2 0 13 0 1 1 2 7 4
CGI_10001604 6 10 6 5 9 10 6 6 11 18 11 11 18 9 2 0 0 0 31 10
CGI_10001606 2 0 2 1 0 4 1 1 4 2 4 2 1 1 1 5 10 11 4 2
CGI_10001607 0 6 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 2
CGI_10001612 12 15 19 15 16 12 14 14 15 36 30 20 25 11 2 0 1 0 40 17
CGI_10001613 41 19 53 12 17 34 20 17 28 40 42 27 27 24 6 136 80 121 45 35
CGI_10001614 6 5 1 3 3 2 2 3 4 12 15 6 10 7 0 0 0 0 10 5
CGI_10001619 1 6 0 3 6 9 4 4 9 7 12 5 1 6 0 0 0 0 10 6
CGI_10001625 0 2 0 4 1 0 3 0 1 1 2 3 1 7 0 1 0 0 1 0
CGI_10001628 0 0 2 4 3 5 3 5 6 7 6 2 2 10 0 0 0 0 5 2
CGI_10001629 18 24 28 24 20 37 48 19 36 68 71 47 51 45 4 22 25 29 103 39
CGI_10001633 5 1 2 1 2 1 0 0 5 5 3 3 2 6 0 0 0 0 7 0
CGI_10001634 5 4 1 1 6 5 3 2 3 2 3 7 3 5 0 3 2 4 13 6
CGI_10001635 1 1 0 4 2 2 5 1 1 5 7 6 2 2 0 3 0 5 10 1
CGI_10001638 0 2 0 1 0 0 4 1 1 0 1 0 6 0 0 0 0 0 6 1
CGI_10001639 2 8 3 3 15 3 5 3 3 14 11 4 4 8 0 0 0 0 11 2
CGI_10001640 2 7 7 6 5 4 10 2 5 16 13 6 14 13 0 6 9 4 5 6
CGI_10001643 1 6 6 8 7 6 8 7 12 15 14 5 9 13 2 0 0 1 16 6
CGI_10001644 3 4 4 7 9 8 15 5 12 25 23 13 5 10 0 0 0 0 20 8
CGI_10001647 18 6 23 5 0 10 4 9 6 3 7 13 4 0 0 21 20 15 23 9
CGI_10001652 2 1 1 0 1 3 0 0 1 3 0 1 1 0 0 4 1 6 5 4
CGI_10001654 11 5 9 19 20 29 20 22 27 42 41 29 34 21 7 24 12 14 77 39
CGI_10001658 4 5 8 1 4 6 12 8 9 2 5 9 8 3 2 0 0 1 7 13
CGI_10001659 11 1 7 8 4 9 4 9 8 8 13 11 12 4 1 11 7 6 17 17
CGI_10001662 0 2 2 10 4 11 7 3 8 14 10 10 9 2 0 0 1 2 11 4
CGI_10001665 13 1 28 4 2 1 0 2 3 13 5 2 3 1 3 5 4 45 3 3
CGI_10001674 0 0 1 0 2 0 1 2 4 2 5 4 0 0 0 1 1 3 6 0
CGI_10001675 0 0 1 0 3 0 0 0 0 1 1 0 0 5 0 1 0 0 1 1
CGI_10001702 10 15 9 13 11 17 11 14 19 17 25 25 13 23 4 1 3 2 46 24
CGI_10001710 3 2 2 2 1 2 3 0 4 5 2 4 1 3 1 3 2 2 13 3
CGI_10001712 0 4 4 3 2 11 7 4 5 8 4 2 2 1 0 2 3 0 15 5
CGI_10001713 0 4 0 0 0 3 2 2 2 2 1 4 0 0 1 0 2 1 7 3
CGI_10001720 3 0 8 2 2 0 5 0 7 2 6 1 2 3 1 2 1 1 1 4
CGI_10001734 4 12 0 6 10 7 9 10 10 15 10 10 5 7 2 0 0 2 16 14
CGI_10001736 2 13 4 7 11 5 6 10 5 15 6 6 6 14 0 3 4 1 12 5
CGI_10001737 4 2 2 2 7 9 11 7 7 6 8 4 6 10 1 3 2 3 8 3
CGI_10001763 2 7 1 0 1 2 2 6 7 3 6 1 3 2 2 1 1 0 5 4
CGI_10001766 1089 276 1137 14 10 1 3 8 8 30 37 55 21 1275 742 1 1 1 16 4
CGI_10001774 2 3 8 1 1 2 3 1 2 6 3 2 3 0 0 3 2 2 2 3
CGI_10001775 2 1 3 0 0 0 1 5 1 6 6 6 0 0 0 1 1 0 4 0
CGI_10001777 2 0 0 3 2 1 3 0 0 2 2 3 3 1 1 0 0 1 3 0
CGI_10001780 4 1 0 1 0 2 2 0 1 1 0 4 0 0 0 5 7 2 7 1
CGI_10001784 2 6 1 1 7 1 0 2 5 5 8 3 5 12 1 0 0 0 5 4
CGI_10001785 0 1 3 2 1 1 0 1 4 5 3 1 3 3 0 0 0 0 3 5
CGI_10001789 2 6 14 1 3 10 9 2 3 3 8 10 9 1 3 9 17 9 14 8
CGI_10001794 2 2 5 6 4 13 6 2 8 7 11 9 2 1 0 3 4 7 21 11
CGI_10001797 0 1 4 2 5 1 3 3 3 6 4 1 10 1 1 0 0 0 1 1
CGI_10001808 0 3 2 5 2 2 13 2 9 8 6 5 3 2 0 1 0 0 7 3
CGI_10001809 2 0 0 0 1 0 0 2 0 0 0 1 4 6 1 0 0 0 3 1
CGI_10001818 22 13 29 33 31 53 54 22 47 62 71 54 37 28 8 55 51 65 85 40
CGI_10001822 1 7 2 3 6 0 8 4 6 6 10 5 4 9 2 8 12 7 8 3
CGI_10001830 2 0 0 0 2 0 0 0 1 1 0 0 1 5 1 1 0 0 1 2
CGI_10001838 2 1 4 4 1 3 5 5 4 2 6 2 5 7 0 0 1 0 3 0
CGI_10001839 16 14 17 14 12 25 24 12 26 33 44 35 25 13 4 1 0 2 42 15
CGI_10001840 193 28 283 41 48 74 63 56 56 90 87 90 58 31 13 39 33 33 113 101
CGI_10001842 6 5 8 2 1 4 1 2 7 10 11 6 2 11 0 3 0 0 11 3
CGI_10001844 11 6 10 7 4 9 14 7 20 24 18 14 19 13 3 5 5 5 17 12
CGI_10001845 0 0 6 7 2 7 4 7 5 11 8 10 4 4 1 0 0 0 15 6
CGI_10001846 19 15 24 18 9 21 32 15 30 32 32 16 21 30 7 36 30 35 43 15
CGI_10001853 2 8 2 1 2 8 8 4 6 9 3 7 7 5 0 31 14 14 13 4
CGI_10001854 1 7 2 4 3 3 2 3 3 3 3 7 4 2 2 1 0 0 6 2
CGI_10001855 6 1 5 1 5 6 3 5 7 7 9 11 11 6 4 11 7 6 21 7
CGI_10001856 2 6 0 2 3 4 4 4 6 11 15 8 9 2 0 0 0 1 16 5
CGI_10001857 5 10 2 5 7 7 10 5 8 12 10 11 7 6 3 1 0 2 10 6
CGI_10001868 3 5 3 7 6 10 8 3 5 12 17 5 6 14 0 1 0 0 13 5
CGI_10001869 0 0 0 0 0 1 1 0 1 1 2 0 2 7 2 0 0 0 3 0
CGI_10001870 0 5 2 1 1 0 3 1 0 10 3 1 1 3 0 0 0 1 4 2
CGI_10001874 0 1 0 0 1 3 0 1 2 8 2 2 2 1 2 0 1 0 0 0
CGI_10001876 3 3 6 7 1 0 2 0 2 1 4 2 1 8 0 1 0 0 2 1
CGI_10001880 0 2 0 2 0 0 0 4 0 2 5 1 0 4 0 0 0 0 2 1
CGI_10001882 1 2 1 0 4 3 1 1 1 3 1 5 4 5 0 0 0 0 7 5
CGI_10001886 1 0 0 1 0 2 1 1 0 0 0 1 1 3 0 2 6 8 4 2
CGI_10001890 6 8 5 4 12 16 11 14 19 19 18 10 9 16 0 0 1 0 29 9
CGI_10001891 19 27 18 16 30 92 71 64 59 57 55 94 43 8 5 15 14 7 150 51
CGI_10001929 0 1 0 3 1 2 2 1 1 1 5 0 1 3 1 0 1 1 2 2
CGI_10001937 20 31 16 30 37 32 44 36 40 70 62 40 45 14 0 1 2 2 66 40
CGI_10001943 7 2 0 7 2 3 5 2 3 5 4 3 7 8 0 0 0 0 12 5
CGI_10001972 10 3 14 3 12 5 8 4 3 15 9 5 7 7 3 2 1 4 19 4
CGI_10001979 0 0 0 0 0 1 1 2 0 1 3 3 0 3 0 1 4 7 2 1
CGI_10001980 6 3 12 1 4 10 8 5 6 14 22 13 8 18 4 26 14 11 21 10
CGI_10001987 6 4 1 3 4 9 2 8 2 2 4 4 10 4 1 2 2 2 4 1
CGI_10002010 3 6 6 6 13 15 11 5 6 14 17 21 13 7 1 25 16 15 22 18
CGI_10002014 5 14 2 1 1 5 5 2 1 6 4 0 1 0 0 4 0 0 5 0
CGI_10002015 0 4 8 4 3 5 5 3 6 6 10 4 5 0 0 1 0 0 11 2
CGI_10002017 1 0 1 1 5 3 0 3 5 3 3 6 4 1 0 0 2 1 3 2
CGI_10002018 3 4 3 1 2 1 1 3 1 3 4 3 4 5 0 0 0 1 5 1
CGI_10002028 19 7 22 9 3 6 11 9 5 15 13 12 8 7 2 31 15 24 14 11
CGI_10002035 3 0 5 1 0 1 1 3 3 1 1 2 1 5 1 0 1 0 2 0
CGI_10002038 5 6 2 14 6 9 13 4 15 19 19 13 13 8 2 8 5 11 16 6
CGI_10002041 14 4 9 6 5 10 12 7 14 15 12 6 13 1 0 7 1 11 30 14
CGI_10002042 0 2 2 2 1 5 1 3 3 3 2 4 4 0 0 1 1 0 4 2
CGI_10002047 6 7 1 1 6 9 9 7 6 4 7 5 5 0 0 21 0 0 11 6
CGI_10002070 5 0 5 1 0 2 0 3 0 0 2 0 2 3 0 8 4 2 8 1
CGI_10002097 20 9 37 11 8 16 12 9 13 20 20 14 12 13 1 9 4 4 21 16
CGI_10002104 8 3 8 10 9 9 10 4 6 16 12 7 8 13 0 0 1 0 24 10
CGI_10002107 5 7 5 6 0 2 11 7 4 6 3 9 5 5 1 5 0 1 6 3
CGI_10002109 0 0 1 0 5 2 2 2 0 3 3 5 3 1 0 1 4 2 3 1
CGI_10002115 4 12 4 5 7 12 17 7 12 20 15 15 15 10 1 1 0 1 23 32
CGI_10002143 4 2 3 9 6 11 14 6 18 9 7 15 11 9 1 3 1 8 19 12
CGI_10002156 1 0 0 0 3 4 0 1 1 2 1 1 0 0 0 0 0 0 1 2
CGI_10002158 5 13 5 7 10 21 23 12 17 26 38 34 22 18 4 2 6 5 44 22
CGI_10002159 1 0 0 2 0 7 3 2 8 7 6 3 4 8 1 0 1 2 7 8
CGI_10002162 1 0 0 3 3 3 1 1 1 6 1 2 2 0 0 2 1 3 3 3
CGI_10002169 9 13 13 16 21 26 32 16 33 36 34 32 19 23 2 61 47 46 71 48
CGI_10002172 6 2 7 6 7 7 4 8 12 9 7 8 9 2 0 12 9 4 14 10
CGI_10002178 4 20 24 20 26 40 37 29 24 38 37 40 28 22 7 59 55 56 57 39
CGI_10002180 0 10 1 14 14 43 31 24 27 53 38 45 27 12 1 79 42 70 101 45
CGI_10002184 7 11 4 11 14 19 14 9 21 33 27 20 11 27 1 45 26 57 24 21
CGI_10002193 6 12 1 7 3 6 5 4 5 4 5 8 6 15 2 1 2 0 16 9
CGI_10002216 4 16 3 11 6 16 18 6 15 31 13 13 16 23 1 7 9 14 25 14
CGI_10002217 4 5 1 3 4 2 6 6 6 6 7 4 5 3 1 2 2 2 8 4
CGI_10002218 16 12 32 16 15 18 14 12 14 24 16 20 12 23 3 5 5 5 34 5
CGI_10002219 10 5 6 7 6 6 6 7 10 16 16 15 13 6 0 6 4 3 25 10
CGI_10002227 1 4 2 3 3 2 4 0 1 3 5 4 2 3 2 0 0 1 5 4
CGI_10002229 1 0 0 1 0 2 4 0 1 6 2 0 2 1 0 1 0 0 5 1
CGI_10002230 1 2 1 3 3 4 2 2 3 8 3 6 7 1 0 0 0 0 6 3
CGI_10002232 6 18 12 21 17 26 29 16 17 34 24 20 16 28 3 44 31 33 41 18
CGI_10002233 3 1 2 2 4 2 1 0 2 0 0 0 5 3 0 0 0 0 6 4
CGI_10002241 14 22 13 8 12 3 23 12 9 24 27 13 14 29 3 12 11 16 29 15
CGI_10002244 2 4 0 18 3 9 5 2 8 34 24 6 0 0 0 3 1 2 21 5
CGI_10002251 0 0 2 0 0 1 1 0 0 0 0 2 1 15 8 3 0 1 2 0
CGI_10002253 1 7 4 6 2 10 8 7 6 17 11 7 4 12 1 5 4 3 11 5
CGI_10002259 0 6 1 4 2 9 8 8 6 3 3 10 4 1 0 4 0 10 14 3
CGI_10002260 1 0 2 3 1 6 3 10 4 0 1 6 2 0 0 0 2 2 13 5
CGI_10002263 5 2 5 2 11 11 8 9 10 17 19 9 7 12 0 0 1 0 13 14
CGI_10002264 37 14 78 17 18 53 40 27 39 53 37 65 37 8 6 146 98 112 120 71
CGI_10002266 11 0 0 2 3 3 4 1 7 5 3 3 3 1 0 2 1 6 5 10
CGI_10002283 2 3 4 1 1 3 3 5 2 6 2 1 4 7 0 0 0 1 8 2
CGI_10002284 3 5 12 1 3 5 5 0 6 13 15 4 8 15 0 0 3 1 11 7
CGI_10002289 12 9 17 4 2 11 7 6 5 8 4 7 5 2 3 21 12 31 15 12
CGI_10002294 11 25 20 15 23 25 17 12 25 44 34 31 24 26 6 23 15 15 61 29
CGI_10002296 10 8 9 2 9 13 13 4 20 11 11 30 6 12 0 24 6 11 38 13
CGI_10002298 8 6 11 9 8 5 10 8 9 27 15 6 10 18 2 2 4 1 20 5
CGI_10002302 30 13 36 5 9 15 8 4 9 24 19 14 8 5 1 1 5 7 33 8
CGI_10002304 20 28 25 19 27 32 30 16 32 103 83 30 37 10 3 13 8 3 52 19
CGI_10002306 0 1 2 1 2 0 1 6 2 2 3 2 2 6 0 0 0 0 4 0
CGI_10002309 1 1 1 0 0 7 19 17 5 1 4 20 2 6 0 24 9 4 35 3
CGI_10002310 5 4 1 5 5 1 3 1 4 10 7 2 9 10 4 0 0 0 12 3
CGI_10002318 13 16 13 19 17 23 33 15 19 37 19 11 18 17 3 13 10 11 33 12
CGI_10002323 6 1 1 0 2 4 4 4 1 4 5 6 1 0 0 1 0 0 6 2
CGI_10002324 8 3 15 2 2 1 1 1 1 0 1 3 0 2 0 4 7 8 10 4
CGI_10002341 11 10 11 10 5 14 16 12 12 30 27 25 20 12 0 6 6 7 30 18
CGI_10002342 1 5 1 1 0 4 2 2 0 0 3 1 1 2 0 1 1 0 3 0
CGI_10002344 6 6 8 4 6 3 5 7 5 4 4 9 6 3 0 4 6 2 10 9
CGI_10002345 6 11 9 2 6 14 8 16 14 19 20 10 9 6 0 0 1 0 21 11
CGI_10002347 3 3 4 6 7 9 7 5 6 10 14 9 3 5 0 5 3 3 7 6
CGI_10002348 6 0 4 0 0 0 1 2 2 0 1 2 0 3 0 4 5 5 4 2
CGI_10002350 5 3 2 1 1 0 1 0 2 3 2 1 4 1 0 5 7 4 6 2
CGI_10002356 86 28 116 3 5 3 1 6 9 4 24 1 5 20 54 75 24 23 20 6
CGI_10002360 4 9 6 10 5 5 9 4 12 12 7 6 11 3 4 10 10 7 13 11
CGI_10002363 10 16 7 7 6 15 16 13 21 26 18 19 14 12 0 2 0 0 30 13
CGI_10002371 3 4 4 0 9 4 9 4 10 14 12 6 8 9 0 0 1 0 20 22
CGI_10002372 19 38 25 34 30 53 60 36 43 78 62 57 51 38 7 11 12 12 81 63
CGI_10002382 0 0 1 0 0 0 0 1 1 1 5 1 2 6 0 1 0 1 3 0
CGI_10002383 0 0 2 0 2 0 0 0 1 2 3 1 0 5 1 2 1 0 1 0
CGI_10002388 0 5 0 1 1 2 2 1 1 5 7 5 0 2 0 4 10 4 2 0
CGI_10002394 5 5 4 5 2 2 5 7 3 4 8 7 2 2 0 1 2 2 10 2
CGI_10002395 6 2 10 0 0 0 0 1 2 0 0 1 1 1 0 0 1 0 2 0
CGI_10002398 5 8 0 0 2 4 1 1 4 2 8 0 2 5 0 2 6 3 6 1
CGI_10002399 12 5 32 7 6 25 11 11 6 16 11 15 14 3 2 31 27 37 21 16
CGI_10002400 12 10 28 5 13 13 12 10 13 6 21 19 18 14 5 14 20 15 22 15
CGI_10002408 1 5 3 0 3 4 3 1 0 8 7 0 1 4 0 0 1 0 2 3
CGI_10002410 4 5 0 3 2 3 4 2 7 3 2 1 5 4 2 4 2 1 7 4
CGI_10002412 11 2 2 8 7 3 6 8 6 8 5 6 7 5 0 1 0 0 12 6
CGI_10002413 5 2 0 0 4 6 5 4 8 4 5 4 14 7 0 3 8 3 15 9
CGI_10002415 7 3 8 1 2 3 6 2 1 13 4 4 4 3 2 0 0 1 4 1
CGI_10002417 0 0 2 0 0 1 4 1 1 0 0 4 3 0 0 4 4 9 7 3
CGI_10002419 1 9 3 6 9 7 7 4 2 8 7 4 4 2 2 0 1 0 9 6
CGI_10002420 7 10 3 8 5 10 18 4 7 9 12 4 7 16 0 1 1 0 16 11
CGI_10002421 0 2 0 3 3 2 1 1 3 0 6 0 2 1 0 3 1 1 0 0
CGI_10002422 1 4 0 4 3 8 0 0 7 2 4 2 1 4 1 7 0 6 4 3
CGI_10002431 8 3 10 2 4 3 4 5 7 3 3 9 9 4 3 7 11 16 11 6
CGI_10002435 2 1 1 1 3 2 2 4 3 5 4 0 1 2 1 2 1 0 5 0
CGI_10002438 2 7 1 8 4 2 9 4 7 15 8 5 10 9 2 0 0 0 9 3
CGI_10002441 0 1 0 0 0 2 1 0 0 0 5 1 0 2 1 4 0 2 2 1
CGI_10002442 1 15 2 0 0 0 0 1 1 5 8 1 0 1 0 1 2 0 0 0
CGI_10002446 3 1 0 1 3 2 2 0 2 3 3 0 4 3 0 1 3 2 4 0
CGI_10002449 3 12 2 10 10 6 23 8 14 14 13 12 6 6 1 1 0 1 21 16
CGI_10002450 5 18 6 8 12 8 20 7 17 26 20 9 18 13 3 0 0 1 16 5
CGI_10002452 11 16 10 26 18 40 43 26 38 64 51 40 34 22 9 91 76 95 81 40
CGI_10002457 8 9 10 3 9 11 9 7 15 24 12 7 11 21 5 20 25 22 23 9
CGI_10002461 0 4 0 0 1 3 0 1 1 8 5 1 0 4 0 0 0 1 4 0
CGI_10002464 3 8 0 3 4 8 8 7 4 2 9 2 4 3 0 0 0 0 4 2
CGI_10002468 12 22 12 29 37 66 62 50 57 84 63 55 55 29 2 4 7 1 139 65
CGI_10002474 15 16 13 23 28 39 42 25 38 63 39 47 19 43 9 32 23 40 93 48
CGI_10002477 1 0 0 1 0 0 0 0 0 1 1 4 0 0 1 0 0 0 1 0
CGI_10002483 8 7 1 1 6 7 6 4 5 3 2 8 6 8 1 9 3 5 19 9
CGI_10002492 2 2 4 3 0 1 0 0 1 0 1 3 0 7 1 0 0 0 2 1
CGI_10002493 15 4 7 7 2 3 4 4 4 3 3 3 5 4 1 6 6 8 5 3
CGI_10002502 0 2 0 2 0 4 0 3 3 2 3 0 3 4 0 1 1 0 1 1
CGI_10002504 21 22 25 26 25 58 49 47 43 84 72 65 48 32 6 36 19 23 136 80
CGI_10002510 1 2 6 9 1 0 1 0 4 4 3 1 0 1 0 0 1 0 0 1
CGI_10002514 2 4 1 1 0 0 0 1 1 0 3 0 0 0 0 0 0 0 1 4
CGI_10002516 0 3 2 5 4 3 8 7 3 3 4 5 1 7 0 2 0 0 19 11
CGI_10002518 8 12 4 0 3 3 4 7 6 16 13 5 10 11 0 0 6 3 5 7
CGI_10002521 1 7 4 10 5 4 4 2 1 9 7 3 5 7 1 0 1 0 5 3
CGI_10002522 0 2 0 4 4 4 8 3 4 8 4 8 7 13 0 0 0 2 7 9
CGI_10002525 1 3 2 3 3 5 1 5 3 1 7 3 3 0 0 0 2 0 7 3
CGI_10002526 7 13 6 7 10 7 13 10 15 21 18 10 20 14 2 2 0 0 19 18
CGI_10002528 17 18 23 12 18 29 34 27 22 43 35 37 34 26 5 36 41 42 51 34
CGI_10002532 6 38 18 36 26 29 41 19 28 40 41 27 24 46 6 6 2 4 67 28
