"28cell1te" "28cell2te" "28cell3te" "blastula2te" "blastula3te" "dlarv1te" "dlarv2te" "dlarv3te" "gastrula1te" "gastrula2te" "gastrula3te" "morula1te" "morula2te" "ovo1te" "ovo2te" "spat1te" "spat2te" "spat3te" "troc1te" "troc2te"
"42864" 4 9 10 14 13 15 14 8 10 13 10 24 15 10 3 33 21 24 27 12
"42871" 23 18 17 12 34 68 62 65 55 46 39 101 51 19 12 143 130 160 148 136
"42878" 2 1 5 1 0 3 2 0 0 0 2 0 0 1 3 5 2 1 2 1
"42879" 0 1 0 0 4 3 4 3 0 5 1 4 2 4 0 4 3 1 2 1
"4288" 3 0 2 2 3 1 0 0 1 1 4 0 1 2 0 0 0 0 2 5
"4289" 1 0 1 0 5 0 5 0 2 1 0 2 4 0 0 0 0 0 2 4
"42898" 4 10 4 6 4 14 3 10 10 13 9 14 11 8 0 18 10 11 9 14
"429" 32 17 30 7 22 73 93 68 54 29 19 103 35 9 5 212 349 635 177 58
"42911" 19 13 21 9 12 16 17 21 31 24 19 29 16 13 1 31 31 41 49 29
"42912" 13 1 15 0 3 5 5 1 3 3 3 4 0 0 0 16 2 6 7 6
"42926" 2 5 1 11 6 12 5 4 9 15 12 8 7 4 1 2 0 0 11 8
"42934" 10 3 14 1 1 0 0 0 1 2 4 0 4 0 1 1 0 3 0 0
"42935" 0 2 0 0 1 3 2 3 4 4 1 0 0 0 0 1 0 0 4 0
"42938" 5 3 1 5 10 11 6 4 3 4 6 6 5 10 1 3 2 1 9 9
"42948" 3 5 4 2 2 0 10 2 1 4 2 7 2 6 0 2 3 0 10 2
"42957" 2 2 1 0 1 1 1 4 0 1 1 1 1 1 2 0 1 3 5 0
"42958" 3 1 7 8 7 4 8 3 10 8 6 7 9 6 0 0 0 0 10 7
"42959" 1 0 1 4 2 6 10 4 4 8 0 1 1 1 0 0 0 0 2 1
"43" 3 1 2 1 1 2 1 1 1 1 4 2 1 0 0 12 5 6 5 1
"43000" 0 2 0 2 0 2 1 0 3 2 3 3 1 2 2 1 1 1 3 4
"43018" 0 2 5 2 1 1 1 2 1 0 0 1 1 6 0 5 5 8 10 2
"43025" 135 27 161 20 31 42 37 32 21 32 23 37 44 29 12 103 88 99 97 74
"43026" 68 15 81 5 9 11 15 6 10 15 9 12 12 2 10 16 18 17 25 16
"43027" 3 4 7 3 4 3 2 1 2 11 2 5 4 7 1 0 1 1 7 2
"43028" 4 2 9 5 8 10 7 7 11 14 9 8 5 21 0 7 2 6 18 11
"43029" 7 4 5 5 11 8 16 4 8 10 5 7 8 14 0 8 3 11 12 12
"43032" 3 7 4 1 9 8 5 7 11 6 14 10 8 5 0 7 3 10 16 10
"43033" 114 43 164 41 41 77 54 54 43 71 60 74 39 11 6 169 127 151 120 113
"43035" 3 1 9 0 1 5 0 0 6 1 1 0 3 1 0 2 2 5 5 3
"43036" 7 2 1 0 1 1 0 0 1 0 0 0 1 5 0 1 0 0 1 1
"43037" 2 0 4 2 2 2 0 1 1 1 1 5 1 2 0 1 0 0 8 3
"43039" 5 2 0 2 3 5 3 0 5 1 3 5 6 2 0 3 1 1 4 4
"43040" 7 2 0 3 1 9 1 0 2 1 1 7 2 0 0 1 1 0 5 1
"43052" 1 2 1 4 0 8 3 2 2 0 0 0 1 2 0 2 2 2 7 3
"43053" 1 4 7 3 2 3 3 2 4 2 0 1 4 0 1 1 1 1 6 3
"43056" 1 4 2 4 1 4 1 2 4 2 4 5 3 2 0 3 1 1 6 2
"43057" 1 0 0 1 1 5 1 1 1 0 1 11 2 0 0 0 2 1 7 4
"43059" 3 4 6 4 6 9 14 6 16 14 22 26 10 6 1 14 9 12 28 12
"43102" 38 7 29 4 11 6 7 2 9 10 12 3 15 16 5 7 5 5 11 5
"43110" 3 0 4 3 5 0 0 1 2 1 3 3 4 1 0 0 0 0 6 6
"43116" 13 1 11 0 0 0 0 2 1 1 2 2 2 2 0 1 0 2 3 0
"43139" 7 6 3 0 3 6 3 2 3 4 3 3 2 7 1 2 0 1 5 5
"43143" 4 5 1 6 4 1 4 2 4 5 2 4 4 5 2 1 7 3 8 5
"4315" 5 1 4 10 3 3 5 5 5 12 7 7 6 3 2 8 7 5 13 4
"43150" 0 10 11 10 13 12 10 9 12 21 13 16 8 15 2 7 6 3 12 9
"43151" 1 1 0 3 1 1 4 1 5 3 5 3 1 4 0 1 1 0 5 1
"43156" 4 3 0 3 3 0 1 0 2 5 5 1 1 2 2 0 0 0 4 3
"43158" 0 4 0 5 4 5 10 2 7 7 7 4 8 6 2 3 7 8 17 11
"43159" 1 1 9 2 2 1 1 1 3 3 1 1 5 5 3 2 5 7 5 5
"43160" 3 12 1 8 3 3 6 8 5 11 6 5 8 7 1 0 0 2 7 4
"43163" 10 5 10 5 13 12 10 6 12 15 20 7 14 7 1 1 5 2 25 13
"43164" 5 2 7 3 0 0 4 2 4 3 10 2 4 4 3 2 1 2 4 0
"43165" 3 4 3 1 1 2 4 3 2 1 2 1 0 5 0 0 1 0 2 3
"43166" 58 10 60 7 8 9 11 9 7 12 16 16 9 7 7 45 28 49 19 14
"43176" 0 0 0 3 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
"43177" 0 2 0 3 0 1 0 0 3 1 0 0 1 3 2 1 0 0 2 0
"43187" 6 1 1 2 4 2 2 1 3 1 4 4 3 1 0 4 1 3 7 2
"43192" 1 2 1 4 8 3 7 1 5 3 8 7 8 3 0 0 0 0 9 4
"43208" 3 4 1 0 1 1 0 0 0 4 3 1 0 0 0 4 2 1 3 0
"43248" 9 2 10 0 0 7 5 5 2 3 2 7 1 8 1 39 10 8 8 10
"43264" 0 1 7 0 1 3 2 3 1 4 9 3 1 0 0 11 3 18 5 2
"43266" 4 4 7 3 3 1 1 1 7 9 5 8 6 10 0 11 10 14 6 7
"43267" 2 0 1 3 2 2 1 0 1 4 2 2 1 0 0 3 6 5 6 1
"43269" 0 2 3 1 6 1 2 0 1 8 3 8 3 4 0 0 1 0 3 2
"433" 3 0 15 0 0 2 0 1 2 1 1 0 1 1 0 4 1 0 4 0
"43300" 3 3 1 3 4 17 5 11 4 9 11 4 8 4 1 14 10 5 18 10
"43336" 1 2 0 1 4 4 0 2 3 2 3 0 2 3 0 0 0 0 0 1
"43337" 5 2 0 1 2 1 1 1 2 2 2 4 1 0 0 1 2 0 4 3
"43345" 0 0 0 1 3 2 0 2 2 0 0 1 4 6 1 0 0 2 1 1
"43346" 7 2 0 1 1 1 0 1 3 6 2 1 1 1 0 0 0 2 3 3
"43355" 5 0 3 0 1 0 1 2 5 5 3 2 4 1 0 6 7 7 7 8
"4339" 3 4 2 2 4 3 4 0 7 3 4 5 7 1 1 0 0 0 8 6
"43394" 0 3 1 1 1 0 3 0 3 4 6 0 0 1 1 0 0 0 2 1
"43396" 25 4 35 1 3 6 5 3 6 2 3 10 7 1 1 17 11 6 14 12
"43418" 0 1 0 0 1 0 1 1 2 0 1 3 0 3 1 3 1 1 5 5
"43427" 6 7 4 2 5 6 5 2 3 6 6 5 4 8 0 0 1 0 10 3
"4343" 1 0 0 2 1 1 0 3 3 2 0 1 4 2 2 0 0 0 8 4
"43447" 2 1 0 0 0 2 1 0 0 1 0 0 0 0 1 5 0 0 1 0
"43449" 1 0 1 2 1 0 0 0 1 1 0 1 0 0 2 3 0 5 4 1
"43453" 2 2 1 1 0 1 1 1 2 3 1 2 2 1 0 4 3 4 3 2
"43463" 7 0 3 1 0 0 6 0 1 2 5 0 2 0 0 2 0 2 7 0
"43486" 8 4 25 2 0 0 0 0 2 3 0 1 1 1 3 1 0 2 1 1
"43493" 4 3 0 1 5 5 6 3 5 8 10 3 3 1 1 0 0 0 11 8
"43494" 23 9 29 4 5 3 3 2 3 2 3 3 2 16 1 6 4 11 5 5
"435" 7 1 1 1 0 0 0 0 1 0 1 2 1 0 0 4 1 2 2 1
"43500" 5 1 4 0 0 0 2 0 0 0 1 2 1 1 0 4 3 9 2 1
"43514" 9 10 27 15 9 10 13 7 4 13 14 21 13 3 1 27 19 32 23 19
"43523" 1 6 2 0 0 0 0 0 0 0 0 0 0 5 0 5 1 0 3 0
"43540" 1 4 2 3 3 0 1 3 4 12 10 3 5 4 0 9 5 6 9 2
"43541" 0 9 2 3 3 4 7 7 6 2 3 7 2 2 0 0 1 1 8 2
"4355" 3 1 7 2 1 0 0 1 0 0 0 0 1 0 0 3 1 4 4 2
"43552" 3 4 5 9 5 17 14 10 7 16 7 15 13 9 0 0 1 0 33 25
"43554" 1 2 3 12 1 0 1 1 1 2 2 2 3 6 0 0 0 0 3 1
"43555" 1 3 3 2 4 3 5 4 4 6 8 9 8 4 0 3 2 0 14 5
"43559" 1 1 2 1 3 0 3 3 5 1 1 3 0 4 0 0 1 0 5 1
"43563" 4 22 8 20 13 23 31 23 24 30 29 23 25 21 7 45 34 43 36 22
"43574" 2 2 2 2 1 1 1 1 9 5 5 2 2 0 1 1 0 0 7 3
"43583" 0 4 0 1 1 2 7 2 3 6 4 15 5 2 0 36 7 19 15 11
"43584" 12 2 13 3 6 16 20 10 15 14 10 18 8 0 0 64 25 71 43 22
"43585" 7 3 11 5 6 2 7 7 9 19 14 9 3 5 0 2 1 1 13 6
"43606" 10 5 28 5 7 10 5 2 9 6 9 8 10 7 1 9 10 6 12 10
"43607" 1 3 3 2 3 1 2 5 2 0 5 1 4 3 0 5 7 5 4 1
"43608" 0 2 7 6 6 3 8 3 6 7 5 10 6 1 0 27 9 21 14 8
"43609" 6 5 1 6 1 4 3 7 6 9 3 7 5 4 0 2 2 1 12 6
"43611" 4 6 4 3 4 3 10 4 7 19 3 6 8 10 1 1 1 1 10 16
"43613" 3 6 5 7 1 7 1 1 7 3 3 6 4 7 0 5 2 5 25 5
"4362" 11 9 8 3 2 1 5 1 2 8 2 3 2 9 0 2 0 5 3 2
"43625" 2 4 5 7 1 8 7 0 2 8 5 3 5 3 0 14 8 8 15 2
"43639" 2 0 0 0 2 3 0 2 3 1 0 4 3 1 0 2 1 3 4 4
"43655" 1 13 5 5 6 8 8 8 4 10 8 15 14 6 2 14 17 5 12 8
"43659" 3 2 1 0 0 2 3 1 1 3 2 4 2 2 0 1 0 1 4 4
"43660" 0 1 0 0 3 2 1 1 2 1 1 3 4 0 0 0 0 0 1 4
"43661" 1 0 3 6 0 7 2 0 2 5 1 3 2 2 1 1 0 1 9 2
"43673" 6 3 12 5 4 4 5 2 7 4 6 10 10 6 9 5 4 1 6 4
"43674" 83 38 91 19 18 24 24 19 37 45 40 28 32 22 6 45 24 43 45 16
"43678" 1 0 2 0 3 5 4 4 2 4 1 8 1 3 0 6 5 4 8 5
"43680" 0 2 0 1 4 5 3 4 4 3 1 1 4 7 0 3 1 1 11 9
"43694" 2 2 2 2 3 3 7 2 3 4 3 4 3 3 0 0 0 0 7 2
"43733" 0 2 7 1 2 2 4 2 3 3 5 2 0 8 0 1 0 0 17 2
"43744" 5 0 1 7 1 0 0 0 1 2 1 1 2 1 0 1 0 0 2 0
"4376" 0 1 3 3 1 4 1 3 4 3 3 6 4 1 0 3 0 0 10 3
"43801" 12 3 13 2 5 1 9 2 5 5 4 4 4 2 0 2 1 2 2 6
"43802" 6 4 5 5 1 3 3 4 3 5 7 2 5 5 1 4 3 9 5 5
"43803" 9 1 8 2 8 11 7 9 11 11 8 11 13 6 1 52 25 29 19 11
"43807" 1 3 1 6 0 6 5 2 6 8 11 6 4 1 1 0 0 0 9 8
"43808" 6 1 5 2 3 2 2 7 7 2 5 3 3 8 1 6 1 2 5 4
"43811" 3 19 2 10 3 2 8 5 5 9 11 6 7 10 1 1 0 0 12 8
"43823" 4 5 9 2 3 16 11 5 6 8 10 17 6 8 2 3 9 12 20 19
"43830" 5 0 3 4 4 7 10 5 10 18 23 9 11 12 5 2 1 4 21 7
"43831" 0 5 2 4 3 7 3 1 1 6 1 3 2 12 0 1 1 1 8 6
"43853" 4 6 7 13 10 10 8 8 11 10 13 10 13 14 1 1 0 2 13 10
"43862" 1 4 2 0 2 0 1 0 0 2 0 4 4 1 0 1 1 1 3 1
"43863" 4 13 8 9 14 17 25 19 19 21 23 27 20 9 2 35 22 33 58 28
"43864" 1 5 0 1 2 1 1 5 1 0 5 2 2 3 0 6 3 2 3 3
"43880" 0 11 2 7 3 6 13 4 9 13 9 6 9 15 5 13 6 12 17 6
"43881" 3 12 4 6 6 8 12 6 10 10 13 12 8 9 3 27 16 22 21 12
"43887" 5 11 3 9 10 10 12 5 9 12 23 15 8 7 0 1 0 5 24 13
"43890" 5 11 13 4 17 27 27 8 16 27 35 24 19 14 3 12 22 15 25 14
"43892" 17 5 46 3 3 3 5 6 3 5 5 4 3 2 0 5 3 7 9 3
"43893" 10 17 10 16 11 22 19 11 17 17 14 22 17 23 8 23 25 27 36 21
"43894" 1 0 2 1 0 2 3 2 0 1 2 2 0 0 0 4 3 7 5 2
"43900" 14 30 18 29 25 43 37 26 28 50 52 66 34 23 8 75 58 57 86 56
"43909" 5 4 11 7 4 3 9 4 3 8 19 6 11 5 3 24 23 30 12 12
"43911" 1 4 1 3 9 5 8 6 2 10 5 4 7 7 0 0 0 0 3 4
"43914" 1 5 4 4 1 0 2 0 1 3 3 2 0 4 1 1 2 1 3 0
"43915" 7 4 12 10 8 11 10 10 17 20 14 12 9 15 2 0 0 1 11 11
"43917" 1 4 2 7 3 6 4 8 10 5 8 5 6 12 0 0 0 0 15 5
"43918" 7 2 8 3 9 7 15 6 6 23 13 7 9 12 3 30 18 29 14 14
"43919" 0 2 0 1 2 1 7 4 3 1 3 3 6 4 0 0 0 0 6 4
"43920" 0 0 3 1 1 1 2 2 4 2 2 5 7 1 0 0 0 1 8 4
"43933" 6 4 1 3 1 1 3 1 4 4 8 1 1 4 0 2 0 0 4 3
"43945" 2 6 2 6 4 8 6 6 6 10 9 8 15 9 2 7 8 6 11 12
"43946" 47 14 108 18 14 38 27 18 23 33 33 27 20 13 5 102 81 124 63 43
"43950" 2 0 1 0 0 0 0 0 1 0 2 4 0 1 0 4 2 3 3 2
"43960" 1 4 0 0 1 1 1 3 2 2 1 2 1 3 0 0 0 0 12 2
"43977" 5 13 5 8 8 29 29 11 20 23 27 23 14 5 2 29 21 40 35 25
"43978" 1 1 2 0 2 0 1 3 0 6 1 2 2 3 0 0 0 0 4 1
"43980" 6 6 0 5 7 9 11 5 8 6 9 10 9 3 0 19 8 13 21 15
"44003" 38 6 53 5 18 21 34 12 18 26 27 26 28 11 2 38 14 20 37 25
"44005" 5 8 2 4 2 4 2 3 1 7 8 5 7 8 1 2 7 5 7 3
"44008" 0 1 0 1 1 1 3 0 1 7 0 0 4 0 0 0 0 0 2 1
"44009" 2 2 0 1 0 2 0 1 5 1 1 5 2 3 0 7 8 6 6 1
"44019" 10 3 24 7 3 1 0 0 4 5 4 3 5 0 4 10 5 8 10 4
"44020" 6 4 7 2 5 3 11 2 1 4 9 5 9 2 2 33 26 33 12 10
"44021" 2 1 0 6 6 2 2 6 9 9 4 3 7 5 2 2 3 1 10 3
"44026" 0 0 1 2 2 4 5 2 4 1 3 3 1 3 1 1 1 3 2 3
"44028" 9 5 2 7 5 1 6 1 3 11 4 6 4 3 1 3 2 8 6 4
"44029" 4 3 9 1 5 6 7 0 2 3 4 2 5 4 0 3 6 7 1 5
"44030" 24 16 16 16 20 17 17 3 18 31 27 18 21 18 3 24 16 21 23 12
"44032" 2 0 2 2 3 0 3 2 3 3 2 3 4 5 1 0 0 0 2 4
"44035" 3 9 8 17 8 7 18 10 14 24 16 11 15 8 2 1 0 1 24 8
"44036" 3 6 1 1 1 2 1 2 0 1 7 1 0 0 0 1 0 1 3 2
"44037" 9 4 5 4 8 17 27 11 14 15 12 27 20 9 2 15 15 20 28 15
"44038" 0 3 2 3 4 1 4 4 1 2 5 4 2 4 0 0 0 0 5 3
"44043" 5 0 2 4 2 0 0 1 0 2 0 0 1 3 0 0 0 0 1 1
"44047" 12 9 12 1 4 3 1 4 6 4 9 6 3 8 0 2 2 0 6 2
"44054" 7 5 7 10 5 2 8 6 5 5 5 2 4 4 0 1 0 0 3 5
"44056" 2 1 0 4 6 1 6 7 4 10 4 4 5 5 1 2 2 1 4 6
"44058" 2 0 4 1 1 2 0 2 1 1 2 0 0 0 0 10 2 4 6 1
"44059" 16 7 23 6 6 11 12 3 9 15 8 14 10 22 0 12 6 14 19 8
"44060" 9 5 17 10 4 13 11 6 13 13 14 17 4 13 0 30 29 23 17 8
"44062" 2 0 3 0 3 1 4 1 3 2 0 1 2 2 0 0 0 0 5 4
"44064" 3 5 1 4 3 7 3 3 3 4 5 4 1 1 0 0 0 1 3 1
"44065" 2 6 2 2 1 0 1 1 4 2 1 0 5 0 0 1 0 0 2 0
"44066" 22 38 11 16 27 8 25 14 28 46 46 18 31 9 7 42 45 52 30 19
"44076" 7 6 9 2 4 2 7 6 7 14 10 3 12 8 1 3 0 5 12 14
"44084" 0 0 4 0 0 2 2 2 4 1 2 2 0 2 0 4 1 0 5 0
"44087" 1 0 1 2 1 2 0 1 0 0 0 1 0 10 6 2 1 3 3 1
"44096" 0 4 1 6 4 5 5 1 4 5 3 8 3 5 1 6 2 2 13 7
"44111" 2 4 2 0 1 2 2 2 2 1 2 5 4 5 3 13 9 13 3 4
"44125" 3 1 3 0 1 2 0 1 4 1 0 2 1 5 0 1 2 0 1 1
"44137" 1 1 0 3 1 3 0 3 1 2 2 1 1 2 0 0 1 0 4 1
"4415" 0 1 1 3 0 5 3 0 4 2 1 3 1 5 0 2 0 1 9 0
"44156" 2 0 1 2 5 1 1 3 1 4 7 2 1 4 0 0 0 0 5 1
"44157" 6 5 3 2 3 3 1 1 4 6 6 2 3 6 0 0 0 0 8 2
"44158" 2 0 1 3 1 1 4 2 0 3 2 0 2 2 0 1 0 1 4 1
"44160" 1 14 1 1 2 17 4 4 12 15 8 9 11 8 2 1 3 2 28 17
"44176" 3 7 2 1 3 1 3 1 3 4 2 1 3 1 1 1 1 0 6 2
"44180" 1 1 0 1 1 4 1 2 1 3 2 6 1 1 0 1 0 3 3 2
"44190" 1 1 2 1 0 2 0 4 6 1 3 5 2 1 0 0 3 0 5 4
"44193" 0 4 4 2 1 0 3 6 1 3 6 0 4 2 2 2 0 0 2 4
"44201" 6 4 2 5 6 4 3 2 5 5 6 4 9 7 1 4 2 0 7 5
"4421" 31 56 11 42 41 25 32 23 33 86 77 36 44 57 5 5 3 5 69 36
"44220" 1 1 0 0 0 0 1 0 0 0 1 0 4 0 1 0 0 0 0 0
"44228" 5 4 10 0 2 3 7 0 3 8 5 5 1 7 0 1 0 1 10 2
"44229" 2 3 1 5 2 7 4 7 4 10 8 8 6 8 1 0 4 0 10 7
"44230" 8 0 5 2 2 2 4 2 0 2 2 2 2 0 0 2 0 2 7 3
"44239" 3 1 6 0 0 0 1 0 1 0 2 2 0 1 1 3 0 1 4 0
"44241" 8 4 10 1 1 7 2 4 3 5 6 1 7 4 3 3 3 2 14 8
"44242" 34 16 30 7 4 29 3 4 30 21 22 15 13 15 4 24 6 26 65 20
"44243" 30 19 31 9 5 23 3 5 13 16 16 7 3 18 2 7 5 8 47 15
"44244" 10 1 1 0 2 2 1 2 2 0 0 1 1 2 0 8 3 8 5 1
"44246" 10 4 12 0 6 7 11 4 4 4 2 10 9 0 1 37 20 19 17 9
"44253" 6 3 4 0 1 2 3 2 2 4 3 4 2 2 0 11 3 10 9 4
"44254" 24 5 14 2 7 6 6 4 6 4 3 7 12 16 0 3 4 3 6 14
"44259" 2 4 9 5 4 8 11 7 14 11 10 22 11 1 1 5 4 1 25 16
"4426" 0 2 1 0 1 4 2 2 0 1 1 4 2 0 0 2 0 0 8 5
"4427" 10 0 13 0 0 0 3 2 2 1 1 4 3 0 0 6 8 7 19 6
"4428" 25 27 21 12 10 9 21 8 10 21 19 8 15 14 5 1 6 3 20 7
"44286" 13 5 11 5 2 6 2 1 1 4 1 1 3 1 0 3 6 6 6 3
"44287" 2 2 6 7 7 2 5 4 2 3 5 8 6 5 0 0 0 2 8 4
"44293" 2 0 1 1 1 1 0 1 5 6 1 0 3 4 1 1 0 1 2 2
"44319" 0 6 0 2 1 1 5 0 3 8 8 3 3 7 0 2 0 0 4 1
"44321" 3 2 3 3 6 11 8 3 9 8 11 12 9 2 0 0 1 2 10 11
"44325" 3 1 3 4 1 3 1 0 1 1 0 1 1 0 0 5 0 0 0 0
"44332" 7 0 7 4 3 1 6 4 1 3 7 10 2 4 0 2 2 1 3 4
"44336" 33 31 53 26 15 23 33 19 26 53 40 26 40 25 2 17 14 14 43 32
"44337" 2 6 0 2 0 9 5 1 8 7 13 8 1 3 2 1 0 0 8 0
"44347" 1 3 4 10 10 12 9 4 5 10 8 6 7 11 2 1 0 1 13 9
"44350" 10 27 9 28 30 35 22 19 38 38 37 44 36 60 9 89 66 84 77 32
"44353" 7 8 16 9 12 11 8 1 10 6 7 13 8 8 1 23 19 22 12 8
"44354" 23 57 24 24 27 17 34 22 33 60 37 35 27 44 6 10 6 7 61 39
"44355" 3 3 0 1 2 6 3 5 5 3 4 6 3 2 1 4 3 2 7 1
"44356" 7 3 11 1 4 2 0 3 0 1 2 3 2 5 0 0 0 0 7 1
"44358" 3 5 2 2 2 1 5 1 4 9 9 5 2 7 0 1 0 1 6 2
"44359" 5 5 5 1 5 2 4 3 3 4 3 2 6 3 1 4 8 7 6 2
"44360" 26 10 28 7 7 7 10 3 6 8 7 5 6 4 4 11 4 2 7 2
"44373" 9 5 6 7 3 3 10 4 8 10 5 9 7 4 0 1 1 0 14 9
"44377" 4 1 4 1 7 1 3 2 5 8 4 4 6 4 2 0 2 0 10 3
"44378" 1 1 4 2 3 3 0 4 1 5 2 1 5 4 0 0 0 0 2 0
"44379" 2 5 2 5 6 7 7 5 11 6 5 7 9 14 0 0 0 0 13 11
"44380" 0 0 0 2 4 2 2 1 1 3 8 1 3 2 0 0 0 0 3 1
"44381" 15 15 22 21 30 77 71 58 50 60 63 102 57 13 3 144 110 115 188 113
"44382" 5 1 0 0 0 1 1 1 1 4 6 2 2 6 1 0 0 0 2 3
"44383" 2 4 5 4 8 14 12 4 11 21 15 20 11 9 1 1 1 5 11 7
"44384" 7 1 0 2 2 1 3 1 0 4 3 3 4 1 1 1 0 0 9 1
"44388" 1 2 1 4 4 4 4 2 4 5 5 4 6 2 0 0 1 0 10 4
"44403" 28 30 27 22 23 33 36 25 35 53 47 46 33 26 3 16 10 11 68 37
"4441" 2 10 0 3 2 6 8 2 3 2 2 6 4 4 0 7 5 3 7 9
"44419" 1 3 2 2 2 1 1 2 6 7 2 3 1 8 1 0 0 2 11 4
"44434" 11 0 6 1 0 3 0 0 4 1 1 0 1 1 0 3 4 3 0 1
"44441" 5 4 8 0 0 4 5 0 6 3 0 6 1 4 2 8 4 4 8 2
"44442" 3 1 5 2 0 8 6 2 7 6 3 9 7 7 0 4 4 1 23 4
"44453" 2 8 1 2 4 1 6 1 4 5 5 4 3 4 1 0 0 0 2 3
"44482" 4 0 1 3 1 1 2 1 0 4 3 2 1 1 1 4 1 2 5 2
"44483" 9 2 9 4 5 12 7 6 10 7 7 5 10 3 1 20 12 16 10 12
"44493" 5 6 2 5 6 14 14 11 9 19 10 20 14 6 2 24 21 23 25 26
"44496" 0 5 0 2 1 5 1 3 5 6 8 7 2 1 1 3 0 1 6 2
"44498" 4 0 1 1 1 0 0 4 0 2 1 2 0 5 0 2 1 2 0 2
"44502" 3 5 1 3 2 3 5 0 6 2 4 5 5 5 4 3 7 3 7 8
"44534" 34 23 48 11 5 12 17 3 2 14 13 12 13 23 3 17 14 10 26 12
"44535" 6 3 3 1 3 0 4 1 2 3 2 0 5 2 0 13 14 9 7 5
"44536" 4 2 4 3 4 4 8 2 6 6 7 7 4 1 0 15 5 7 7 8
"44542" 1 0 0 1 1 9 2 1 1 4 3 4 5 10 0 1 0 0 10 8
"4455" 1 0 1 1 1 2 4 0 4 1 0 1 2 0 0 0 0 2 7 2
"44551" 2 4 2 6 0 1 4 2 3 1 3 3 4 5 1 0 0 0 7 1
"44552" 1 4 4 6 0 9 4 3 5 3 3 9 5 4 0 1 0 4 13 13
"44559" 1 0 1 0 1 2 1 1 0 1 0 4 3 1 0 3 7 4 3 2
"44560" 2 0 1 1 2 6 4 4 2 3 7 4 2 8 1 0 2 2 4 4
"44563" 0 0 7 1 3 1 1 0 0 0 1 0 1 0 0 1 0 0 1 0
"44564" 5 8 12 13 23 39 36 27 32 33 28 61 21 18 8 127 86 108 66 50
"44565" 14 9 13 11 12 15 13 12 13 19 20 22 14 6 1 0 3 0 20 14
"44567" 3 2 1 1 1 3 2 4 5 2 1 3 3 1 0 4 2 5 4 2
"44569" 7 12 8 7 7 6 11 5 15 13 23 9 13 16 4 18 20 27 8 6
"44570" 3 12 7 14 13 19 14 25 16 53 41 19 28 25 2 6 3 6 44 28
"44571" 5 2 5 6 6 5 3 4 9 7 13 7 3 5 0 6 4 0 13 8
"44572" 1 0 2 8 3 4 1 5 3 5 7 4 3 2 4 10 7 14 8 1
"44575" 2 3 2 3 5 5 7 12 4 8 8 9 4 3 1 8 9 13 21 7
"44582" 5 2 9 1 1 0 1 0 0 1 1 0 1 0 0 4 1 1 1 0
"44590" 2 5 2 1 4 8 13 9 6 10 12 13 7 3 0 4 4 0 9 5
"446" 2 4 0 2 1 2 1 0 0 7 7 3 6 2 0 0 0 0 7 1
"4460" 0 0 0 4 2 0 1 2 1 1 1 3 3 9 1 0 0 0 4 1
"4462" 3 1 0 3 3 3 4 2 4 9 8 2 3 1 1 5 12 7 4 2
"4464" 6 1 6 1 1 0 0 0 1 2 1 0 0 1 0 2 0 0 1 1
"44641" 2 7 5 10 1 18 11 5 7 12 12 12 10 2 0 3 3 6 42 16
"44642" 5 3 6 0 0 1 1 0 0 1 0 1 0 0 1 2 0 2 4 1
"44647" 8 0 11 1 0 3 2 3 0 0 1 5 5 2 1 10 11 7 9 0
"44652" 1 2 1 1 1 0 0 1 2 0 1 6 2 2 1 0 1 1 5 2
"44660" 3 17 6 9 9 11 8 6 13 18 17 6 9 12 1 1 11 3 25 7
"44675" 8 1 8 1 0 0 1 0 0 0 0 1 0 0 1 2 2 0 1 0
"44681" 4 3 6 5 2 3 5 4 3 7 5 3 3 5 1 3 4 3 5 7
"44684" 10 0 6 0 2 0 0 0 2 3 0 1 1 1 0 1 2 2 0 1
"44685" 3 0 0 1 2 1 1 2 0 2 0 5 0 0 0 0 1 0 6 5
"44697" 0 0 0 1 4 0 3 1 5 2 1 5 2 5 0 0 0 3 4 2
"44698" 2 0 0 5 2 3 3 1 3 2 3 5 1 2 2 0 3 0 5 4
"44702" 0 0 0 1 0 3 1 2 0 1 3 2 8 0 1 1 2 5 5 3
"44704" 12 26 9 11 15 21 20 13 21 29 37 19 13 13 2 16 8 11 43 14
"44708" 2 5 1 2 2 6 10 1 1 2 4 3 5 6 0 3 5 1 6 4
"44712" 1 0 0 2 0 0 6 2 1 2 0 2 2 5 0 1 4 2 3 1
"44720" 3 12 2 10 9 24 23 8 11 27 36 32 13 3 3 67 64 57 65 38
"44726" 0 4 2 4 0 0 0 4 5 1 1 5 1 3 2 1 0 1 4 0
"44748" 2 0 2 1 1 3 3 2 1 13 3 5 1 0 2 0 1 1 16 3
"44749" 1 0 1 1 2 3 1 2 2 2 7 4 3 1 0 0 0 5 8 1
"4476" 0 0 3 1 0 0 1 0 1 0 2 1 0 6 1 8 4 6 2 0
"44762" 2 3 0 0 1 7 3 2 2 4 3 5 0 2 2 2 4 0 7 2
"44774" 5 0 3 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0
"44780" 3 11 15 0 2 2 1 0 0 3 1 0 2 5 0 3 2 3 2 0
"44786" 7 1 6 0 4 1 3 2 3 0 2 1 5 3 0 16 16 10 11 4
